           k      D^2_lin
3.934170E+02 2.441434E+01
3.973710E+02 2.438998E+01
4.013650E+02 2.436496E+01
4.053990E+02 2.433928E+01
4.094740E+02 2.431257E+01
4.135890E+02 2.428486E+01
4.177460E+02 2.425629E+01
4.219440E+02 2.422688E+01
4.261850E+02 2.419676E+01
4.304670E+02 2.416543E+01
4.347940E+02 2.413372E+01
4.391640E+02 2.410113E+01
4.435770E+02 2.406761E+01
4.480350E+02 2.403318E+01
4.525380E+02 2.399810E+01
4.570870E+02 2.396250E+01
4.616800E+02 2.392554E+01
4.663200E+02 2.388847E+01
4.710060E+02 2.385026E+01
4.757400E+02 2.381157E+01
4.805220E+02 2.377231E+01
4.853510E+02 2.373216E+01
4.902290E+02 2.369139E+01
4.951560E+02 2.365029E+01
5.001320E+02 2.360790E+01
5.051580E+02 2.356553E+01
5.102350E+02 2.352236E+01
5.153630E+02 2.347869E+01
5.205430E+02 2.343406E+01
5.257740E+02 2.338932E+01
5.310590E+02 2.334410E+01
5.363960E+02 2.329823E+01
5.417870E+02 2.325192E+01
5.472320E+02 2.320516E+01
5.527310E+02 2.315807E+01
5.582860E+02 2.311051E+01
5.638970E+02 2.306260E+01
5.695650E+02 2.301443E+01
5.752890E+02 2.296577E+01
5.810710E+02 2.291691E+01
5.869110E+02 2.286769E+01
5.928100E+02 2.281829E+01
5.987660E+02 2.276849E+01
6.047840E+02 2.271862E+01
6.108620E+02 2.266852E+01
6.170020E+02 2.261834E+01
6.232030E+02 2.256787E+01
6.294660E+02 2.251732E+01
6.357930E+02 2.246674E+01
6.421830E+02 2.241598E+01
6.486360E+02 2.236522E+01
6.551550E+02 2.231435E+01
6.617390E+02 2.226341E+01
6.683900E+02 2.221261E+01
6.751080E+02 2.216176E+01
6.818930E+02 2.211094E+01
6.887460E+02 2.206015E+01
6.956680E+02 2.200936E+01
7.026600E+02 2.195877E+01
7.097210E+02 2.190827E+01
7.168540E+02 2.185780E+01
7.240580E+02 2.180746E+01
7.313350E+02 2.175721E+01
7.386860E+02 2.170723E+01
7.461100E+02 2.165736E+01
7.536080E+02 2.160759E+01
7.611820E+02 2.155800E+01
7.688310E+02 2.150860E+01
7.765580E+02 2.145949E+01
7.843630E+02 2.141047E+01
7.922460E+02 2.136168E+01
8.002080E+02 2.131301E+01
8.082510E+02 2.126470E+01
8.163740E+02 2.121642E+01
8.245790E+02 2.116849E+01
8.328650E+02 2.112078E+01
8.412350E+02 2.107315E+01
8.496900E+02 2.102588E+01
8.582300E+02 2.097870E+01
8.668550E+02 2.093168E+01
8.755680E+02 2.088508E+01
8.843670E+02 2.083851E+01
8.932560E+02 2.079216E+01
9.022330E+02 2.074602E+01
9.112990E+02 2.070012E+01
9.204580E+02 2.065432E+01
9.297090E+02 2.060884E+01
9.390530E+02 2.056353E+01
9.484910E+02 2.051834E+01
9.580240E+02 2.047325E+01
9.676520E+02 2.042840E+01
9.773780E+02 2.038376E+01
9.871990E+02 2.033939E+01
9.971210E+02 2.029501E+01
1.007140E+03 2.025074E+01
1.017260E+03 2.020657E+01
1.027490E+03 2.016317E+01
1.037810E+03 2.011910E+01
1.048250E+03 2.007631E+01
1.058780E+03 2.003263E+01
1.069420E+03 1.998953E+01
1.080170E+03 1.994675E+01
1.091020E+03 1.990350E+01
1.101990E+03 1.986133E+01
1.113060E+03 1.981853E+01
1.124250E+03 1.977642E+01
1.135550E+03 1.973460E+01
1.146960E+03 1.969256E+01
1.158490E+03 1.965107E+01
1.170130E+03 1.960974E+01
1.181890E+03 1.956850E+01
1.193770E+03 1.952782E+01
1.205770E+03 1.948713E+01
1.217890E+03 1.944693E+01
1.230130E+03 1.940660E+01
1.242490E+03 1.936644E+01
1.254980E+03 1.932687E+01
1.267590E+03 1.928758E+01
1.280330E+03 1.924849E+01
1.293200E+03 1.920962E+01
1.306190E+03 1.917067E+01
1.319320E+03 1.913257E+01
1.332580E+03 1.909450E+01
1.345970E+03 1.905647E+01
1.359500E+03 1.901933E+01
1.373160E+03 1.898197E+01
1.386960E+03 1.894494E+01
1.400900E+03 1.890852E+01
1.414980E+03 1.887209E+01
1.429200E+03 1.883593E+01
1.443570E+03 1.880054E+01
1.458080E+03 1.876504E+01
1.472730E+03 1.872941E+01
1.487530E+03 1.869441E+01
1.502480E+03 1.865968E+01
1.517580E+03 1.862513E+01
1.532830E+03 1.859070E+01
1.548240E+03 1.855679E+01
1.563800E+03 1.852318E+01
1.579510E+03 1.848912E+01
1.595390E+03 1.845604E+01
1.611420E+03 1.842276E+01
1.627620E+03 1.839024E+01
1.643970E+03 1.835725E+01
1.660500E+03 1.832520E+01
1.677180E+03 1.829271E+01
1.694040E+03 1.826096E+01
1.711070E+03 1.822954E+01
1.728260E+03 1.819786E+01
1.745630E+03 1.816672E+01
1.763170E+03 1.813579E+01
1.780900E+03 1.810560E+01
1.798790E+03 1.807487E+01
1.816870E+03 1.804487E+01
1.835130E+03 1.801504E+01
1.853580E+03 1.798573E+01
1.872210E+03 1.795651E+01
1.891020E+03 1.792723E+01
1.910030E+03 1.789870E+01
1.929220E+03 1.787013E+01
1.948610E+03 1.784196E+01
1.968190E+03 1.781386E+01
1.987980E+03 1.778652E+01
2.007960E+03 1.775908E+01
2.028140E+03 1.773192E+01
2.048520E+03 1.770489E+01
2.069110E+03 1.767832E+01
2.089900E+03 1.765184E+01
2.110900E+03 1.762552E+01
2.132120E+03 1.759982E+01
2.153550E+03 1.757419E+01
2.175190E+03 1.754863E+01
2.197050E+03 1.752342E+01
2.219140E+03 1.749871E+01
2.241440E+03 1.747399E+01
2.263960E+03 1.744947E+01
2.286720E+03 1.742548E+01
2.309700E+03 1.740144E+01
2.332910E+03 1.737766E+01
2.356360E+03 1.735438E+01
2.380040E+03 1.733116E+01
2.403960E+03 1.730828E+01
2.428120E+03 1.728566E+01
2.452520E+03 1.726322E+01
2.477170E+03 1.724130E+01
2.502070E+03 1.721954E+01
2.527210E+03 1.719781E+01
2.552610E+03 1.717645E+01
2.578270E+03 1.715560E+01
2.604180E+03 1.713467E+01
2.630350E+03 1.711408E+01
2.656790E+03 1.709382E+01
2.683480E+03 1.707363E+01
2.710450E+03 1.705380E+01
2.737700E+03 1.703434E+01
2.765210E+03 1.701489E+01
2.793000E+03 1.699576E+01
2.821070E+03 1.697695E+01
2.849430E+03 1.695850E+01
2.878060E+03 1.694005E+01
2.906980E+03 1.692196E+01
2.936200E+03 1.690422E+01
2.965710E+03 1.688660E+01
2.995520E+03 1.686941E+01
3.025620E+03 1.685218E+01
3.056030E+03 1.683546E+01
3.086750E+03 1.681907E+01
3.117770E+03 1.680264E+01
3.149100E+03 1.678661E+01
3.180750E+03 1.677088E+01
3.212720E+03 1.675538E+01
3.245000E+03 1.673986E+01
3.277620E+03 1.672501E+01
3.310560E+03 1.671004E+01
3.343830E+03 1.669555E+01
3.377440E+03 1.668119E+01
3.411380E+03 1.666713E+01
3.445660E+03 1.665317E+01
3.480290E+03 1.663971E+01
3.515270E+03 1.662631E+01
3.550600E+03 1.661337E+01
3.586290E+03 1.660059E+01
3.622330E+03 1.658802E+01
3.658740E+03 1.657570E+01
3.695510E+03 1.656368E+01
3.732640E+03 1.655180E+01
3.770160E+03 1.654024E+01
3.808050E+03 1.652887E+01
3.846320E+03 1.651768E+01
3.884980E+03 1.650685E+01
3.924020E+03 1.649624E+01
3.963460E+03 1.648576E+01
4.003290E+03 1.647568E+01
4.043530E+03 1.646589E+01
4.084160E+03 1.645606E+01
4.125210E+03 1.644689E+01
4.166670E+03 1.643774E+01
4.208540E+03 1.642859E+01
4.250840E+03 1.641996E+01
4.293560E+03 1.641141E+01
4.336720E+03 1.640348E+01
4.380300E+03 1.639530E+01
4.424320E+03 1.638765E+01
4.468780E+03 1.638021E+01
4.513700E+03 1.637295E+01
4.559060E+03 1.636578E+01
4.604880E+03 1.635920E+01
4.651160E+03 1.635257E+01
4.697910E+03 1.634623E+01
4.745120E+03 1.634025E+01
4.792810E+03 1.633452E+01
4.840980E+03 1.632893E+01
4.889630E+03 1.632337E+01
4.938770E+03 1.631831E+01
4.988410E+03 1.631344E+01
5.038540E+03 1.630869E+01
5.089180E+03 1.630423E+01
5.140330E+03 1.630005E+01
5.191990E+03 1.629600E+01
5.244170E+03 1.629235E+01
5.296870E+03 1.628875E+01
5.350110E+03 1.628548E+01
5.403880E+03 1.628242E+01
5.458190E+03 1.627951E+01
5.513050E+03 1.627694E+01
5.568450E+03 1.627442E+01
5.624420E+03 1.627225E+01
5.680940E+03 1.627033E+01
5.738030E+03 1.626851E+01
5.795700E+03 1.626700E+01
5.853950E+03 1.626565E+01
5.912790E+03 1.626462E+01
5.972210E+03 1.626370E+01
6.032230E+03 1.626299E+01
6.092860E+03 1.626260E+01
6.154080E+03 1.626231E+01
6.215940E+03 1.626236E+01
6.278410E+03 1.626251E+01
6.341510E+03 1.626292E+01
6.405240E+03 1.626345E+01
6.469620E+03 1.626430E+01
6.534640E+03 1.626533E+01
6.600320E+03 1.626659E+01
6.666650E+03 1.626797E+01
6.733640E+03 1.626957E+01
6.801320E+03 1.627147E+01
6.869670E+03 1.627347E+01
6.938720E+03 1.627575E+01
7.008450E+03 1.627811E+01
7.078890E+03 1.628078E+01
7.150040E+03 1.628367E+01
7.221900E+03 1.628672E+01
7.294470E+03 1.628992E+01
7.367780E+03 1.629329E+01
7.441830E+03 1.629697E+01
7.516620E+03 1.630077E+01
7.592170E+03 1.630476E+01
7.668470E+03 1.630890E+01
7.745540E+03 1.631331E+01
7.823390E+03 1.631787E+01
7.902000E+03 1.632261E+01
7.981420E+03 1.632757E+01
8.061640E+03 1.633266E+01
8.142660E+03 1.633801E+01
8.224500E+03 1.634352E+01
8.307160E+03 1.634910E+01
8.390640E+03 1.635487E+01
8.474970E+03 1.636087E+01
8.560150E+03 1.636710E+01
8.646170E+03 1.637350E+01
8.733070E+03 1.638004E+01
8.820840E+03 1.638674E+01
8.909490E+03 1.639367E+01
8.999030E+03 1.640066E+01
9.089480E+03 1.640794E+01
9.180830E+03 1.641529E+01
9.273100E+03 1.642283E+01
9.366280E+03 1.643056E+01
9.460420E+03 1.643845E+01
9.555500E+03 1.644652E+01
9.651530E+03 1.645469E+01
9.748540E+03 1.646309E+01
9.846510E+03 1.647153E+01
9.945470E+03 1.648012E+01
1.004540E+04 1.648881E+01
