           k      D^2_lin
6.296810E-02 1.290649E-01
6.360090E-02 1.319976E-01
6.424010E-02 1.349709E-01
6.488570E-02 1.379808E-01
6.553780E-02 1.410230E-01
6.619650E-02 1.440957E-01
6.686180E-02 1.471936E-01
6.753380E-02 1.503126E-01
6.821250E-02 1.534472E-01
6.889810E-02 1.565941E-01
6.959040E-02 1.597468E-01
7.028990E-02 1.629040E-01
7.099630E-02 1.660575E-01
7.170980E-02 1.692033E-01
7.243050E-02 1.723382E-01
7.315840E-02 1.754577E-01
7.389370E-02 1.785581E-01
7.463640E-02 1.816355E-01
7.538640E-02 1.846851E-01
7.614410E-02 1.877079E-01
7.690940E-02 1.906991E-01
7.768230E-02 1.936569E-01
7.846300E-02 1.965820E-01
7.925160E-02 1.994717E-01
8.004810E-02 2.023286E-01
8.085260E-02 2.051507E-01
8.166510E-02 2.079416E-01
8.248590E-02 2.107030E-01
8.331490E-02 2.134373E-01
8.415230E-02 2.161490E-01
8.499800E-02 2.188402E-01
8.585220E-02 2.215182E-01
8.671510E-02 2.241894E-01
8.758660E-02 2.268596E-01
8.846690E-02 2.295384E-01
8.935590E-02 2.322335E-01
9.025400E-02 2.349569E-01
9.116100E-02 2.377188E-01
9.207720E-02 2.405324E-01
9.300260E-02 2.434125E-01
9.393730E-02 2.463727E-01
9.488140E-02 2.494278E-01
9.583500E-02 2.525979E-01
9.679810E-02 2.558958E-01
9.777090E-02 2.593376E-01
9.875360E-02 2.629469E-01
9.974610E-02 2.667332E-01
1.007480E-01 2.707101E-01
1.017610E-01 2.749060E-01
1.027840E-01 2.793251E-01
1.038170E-01 2.839744E-01
1.048600E-01 2.888663E-01
1.059140E-01 2.940120E-01
1.069780E-01 2.994083E-01
1.080540E-01 3.050769E-01
1.091400E-01 3.109945E-01
1.102360E-01 3.171586E-01
1.113440E-01 3.235800E-01
1.124630E-01 3.302422E-01
1.135940E-01 3.371409E-01
1.147350E-01 3.442341E-01
1.158880E-01 3.515302E-01
1.170530E-01 3.590020E-01
1.182300E-01 3.666182E-01
1.194180E-01 3.743383E-01
1.206180E-01 3.821389E-01
1.218300E-01 3.899725E-01
1.230550E-01 3.978147E-01
1.242910E-01 4.055866E-01
1.255400E-01 4.132720E-01
1.268020E-01 4.208167E-01
1.280770E-01 4.281749E-01
1.293640E-01 4.352929E-01
1.306640E-01 4.421411E-01
1.319770E-01 4.486932E-01
1.333030E-01 4.549175E-01
1.346430E-01 4.608255E-01
1.359960E-01 4.663933E-01
1.373630E-01 4.716415E-01
1.387440E-01 4.765910E-01
1.401380E-01 4.812422E-01
1.415460E-01 4.856430E-01
1.429690E-01 4.898467E-01
1.444060E-01 4.938842E-01
1.458570E-01 4.977996E-01
1.473230E-01 5.016617E-01
1.488040E-01 5.055319E-01
1.502990E-01 5.094443E-01
1.518100E-01 5.135123E-01
1.533350E-01 5.177758E-01
1.548760E-01 5.223275E-01
1.564330E-01 5.272541E-01
1.580050E-01 5.326141E-01
1.595930E-01 5.384996E-01
1.611970E-01 5.449564E-01
1.628170E-01 5.520425E-01
1.644530E-01 5.597952E-01
1.661060E-01 5.682340E-01
1.677760E-01 5.773369E-01
1.694620E-01 5.870823E-01
1.711650E-01 5.974264E-01
1.728850E-01 6.083026E-01
1.746230E-01 6.196291E-01
1.763780E-01 6.313137E-01
1.781500E-01 6.432360E-01
1.799410E-01 6.553215E-01
1.817490E-01 6.674037E-01
1.835760E-01 6.793809E-01
1.854210E-01 6.911291E-01
1.872840E-01 7.024919E-01
1.891660E-01 7.133999E-01
1.910680E-01 7.237397E-01
1.929880E-01 7.334221E-01
1.949280E-01 7.424022E-01
1.968860E-01 7.506416E-01
1.988650E-01 7.581952E-01
2.008640E-01 7.650926E-01
2.028830E-01 7.714167E-01
2.049220E-01 7.772929E-01
2.069810E-01 7.828144E-01
2.090610E-01 7.881757E-01
2.111620E-01 7.935387E-01
2.132850E-01 7.990993E-01
2.154280E-01 8.050110E-01
2.175930E-01 8.114846E-01
2.197800E-01 8.186889E-01
2.219890E-01 8.267626E-01
2.242200E-01 8.358054E-01
2.264730E-01 8.458678E-01
2.287500E-01 8.569770E-01
2.310490E-01 8.690477E-01
2.333700E-01 8.819707E-01
2.357160E-01 8.956393E-01
2.380850E-01 9.098393E-01
2.404780E-01 9.243806E-01
2.428950E-01 9.390432E-01
2.453360E-01 9.535936E-01
2.478010E-01 9.678055E-01
2.502920E-01 9.814985E-01
2.528070E-01 9.944606E-01
2.553480E-01 1.006578E+00
2.579140E-01 1.017760E+00
2.605070E-01 1.028027E+00
2.631240E-01 1.037408E+00
2.657690E-01 1.046093E+00
2.684400E-01 1.054251E+00
2.711380E-01 1.062127E+00
2.738630E-01 1.069988E+00
2.766150E-01 1.078095E+00
2.793950E-01 1.086718E+00
2.822030E-01 1.096081E+00
2.850390E-01 1.106368E+00
2.879040E-01 1.117699E+00
2.907980E-01 1.130109E+00
2.937200E-01 1.143528E+00
2.966720E-01 1.157867E+00
2.996540E-01 1.172928E+00
3.026650E-01 1.188453E+00
3.057070E-01 1.204210E+00
3.087800E-01 1.219910E+00
3.118830E-01 1.235263E+00
3.150170E-01 1.250028E+00
3.181830E-01 1.264029E+00
3.213810E-01 1.277162E+00
3.246110E-01 1.289419E+00
3.278730E-01 1.300908E+00
3.311690E-01 1.311854E+00
3.344970E-01 1.322509E+00
3.378580E-01 1.333179E+00
3.412540E-01 1.344175E+00
3.446840E-01 1.355722E+00
3.481480E-01 1.367994E+00
3.516470E-01 1.381125E+00
3.551810E-01 1.395139E+00
3.587510E-01 1.410022E+00
3.623560E-01 1.425620E+00
3.659980E-01 1.441749E+00
3.696760E-01 1.458070E+00
3.733920E-01 1.474302E+00
3.771440E-01 1.490156E+00
3.809350E-01 1.505519E+00
3.847630E-01 1.520299E+00
3.886300E-01 1.534516E+00
3.925360E-01 1.548233E+00
3.964810E-01 1.561561E+00
4.004650E-01 1.574732E+00
4.044900E-01 1.588033E+00
4.085550E-01 1.601742E+00
4.126620E-01 1.616048E+00
4.168090E-01 1.630982E+00
4.209980E-01 1.646546E+00
4.252290E-01 1.662677E+00
4.295030E-01 1.679265E+00
4.338190E-01 1.696072E+00
4.381790E-01 1.712867E+00
4.425830E-01 1.729431E+00
4.470310E-01 1.745633E+00
4.515230E-01 1.761497E+00
4.560610E-01 1.777083E+00
4.606450E-01 1.792457E+00
4.652750E-01 1.807755E+00
4.699500E-01 1.823124E+00
4.746740E-01 1.838829E+00
4.794440E-01 1.854960E+00
4.842630E-01 1.871567E+00
4.891300E-01 1.888507E+00
4.940450E-01 1.905720E+00
4.990110E-01 1.923129E+00
5.040260E-01 1.940598E+00
5.090920E-01 1.957997E+00
5.142080E-01 1.975152E+00
5.193760E-01 1.992104E+00
5.245960E-01 2.009008E+00
5.298680E-01 2.025925E+00
5.351930E-01 2.042935E+00
5.405720E-01 2.060110E+00
5.460050E-01 2.077565E+00
5.514920E-01 2.095337E+00
5.570340E-01 2.113336E+00
5.626330E-01 2.131457E+00
5.682880E-01 2.149653E+00
5.739990E-01 2.167887E+00
5.797670E-01 2.186077E+00
5.855940E-01 2.204187E+00
5.914800E-01 2.222292E+00
5.974240E-01 2.240506E+00
6.034280E-01 2.258823E+00
6.094930E-01 2.277287E+00
6.156190E-01 2.295931E+00
6.218060E-01 2.314792E+00
6.280550E-01 2.333754E+00
6.343670E-01 2.352764E+00
6.407420E-01 2.371825E+00
6.471820E-01 2.390971E+00
6.536870E-01 2.410125E+00
6.602560E-01 2.429303E+00
6.668920E-01 2.448606E+00
6.735940E-01 2.468058E+00
6.803640E-01 2.487553E+00
6.872010E-01 2.507201E+00
6.941080E-01 2.527025E+00
7.010840E-01 2.546899E+00
7.081300E-01 2.566808E+00
7.152460E-01 2.586824E+00
7.224350E-01 2.606930E+00
7.296960E-01 2.627050E+00
7.370290E-01 2.647293E+00
7.444360E-01 2.667662E+00
7.519180E-01 2.688109E+00
7.594750E-01 2.708640E+00
7.671080E-01 2.729277E+00
7.748170E-01 2.749950E+00
7.826040E-01 2.770734E+00
7.904700E-01 2.791654E+00
7.984140E-01 2.812577E+00
8.064390E-01 2.833637E+00
8.145430E-01 2.854775E+00
8.227300E-01 2.876008E+00
8.309980E-01 2.897319E+00
8.393500E-01 2.918759E+00
8.477850E-01 2.940177E+00
8.563060E-01 2.961821E+00
8.649120E-01 2.983488E+00
8.736050E-01 3.005211E+00
8.823840E-01 3.027094E+00
8.912520E-01 3.049028E+00
9.002100E-01 3.071090E+00
9.092570E-01 3.093221E+00
9.183950E-01 3.115400E+00
9.276250E-01 3.137709E+00
9.369480E-01 3.160113E+00
9.463640E-01 3.182586E+00
9.558750E-01 3.205198E+00
9.654820E-01 3.227824E+00
9.751850E-01 3.250592E+00
9.849860E-01 3.273412E+00
9.948850E-01 3.296331E+00
1.004880E+00 3.319306E+00
1.014980E+00 3.342362E+00
1.025180E+00 3.365559E+00
1.035490E+00 3.388870E+00
1.045890E+00 3.412151E+00
1.056410E+00 3.435673E+00
1.067020E+00 3.459102E+00
1.077750E+00 3.482779E+00
1.088580E+00 3.506452E+00
1.099520E+00 3.530235E+00
1.110570E+00 3.554080E+00
1.121730E+00 3.578044E+00
1.133000E+00 3.602022E+00
1.144390E+00 3.626238E+00
1.155890E+00 3.650414E+00
1.167510E+00 3.674800E+00
1.179240E+00 3.699141E+00
1.191090E+00 3.723651E+00
1.203060E+00 3.748193E+00
1.215160E+00 3.773003E+00
1.227370E+00 3.797704E+00
1.239700E+00 3.822503E+00
1.252160E+00 3.847408E+00
1.264750E+00 3.872492E+00
1.277460E+00 3.897577E+00
1.290300E+00 3.922762E+00
1.303260E+00 3.947927E+00
1.316360E+00 3.973278E+00
1.329590E+00 3.998723E+00
1.342950E+00 4.024196E+00
1.356450E+00 4.049846E+00
1.370080E+00 4.075486E+00
1.383850E+00 4.101264E+00
1.397760E+00 4.127184E+00
1.411810E+00 4.153138E+00
1.426000E+00 4.179208E+00
1.440330E+00 4.205280E+00
1.454810E+00 4.231555E+00
1.469430E+00 4.257852E+00
1.484190E+00 4.284118E+00
1.499110E+00 4.310638E+00
1.514180E+00 4.337224E+00
1.529390E+00 4.363743E+00
1.544770E+00 4.390594E+00
1.560290E+00 4.417339E+00
1.575970E+00 4.444204E+00
1.591810E+00 4.471208E+00
1.607810E+00 4.498288E+00
1.623970E+00 4.525440E+00
1.640290E+00 4.552666E+00
1.656770E+00 4.579940E+00
1.673420E+00 4.607301E+00
1.690240E+00 4.634793E+00
1.707230E+00 4.662387E+00
1.724390E+00 4.690033E+00
1.741720E+00 4.717751E+00
1.759220E+00 4.745486E+00
1.776900E+00 4.773395E+00
1.794760E+00 4.801392E+00
1.812800E+00 4.829444E+00
1.831020E+00 4.857600E+00
1.849420E+00 4.885829E+00
1.868010E+00 4.914201E+00
1.886780E+00 4.942542E+00
1.905740E+00 4.971012E+00
1.924900E+00 4.999642E+00
1.944240E+00 5.028284E+00
1.963780E+00 5.057003E+00
1.983520E+00 5.085855E+00
2.003450E+00 5.114658E+00
2.023590E+00 5.143712E+00
2.043930E+00 5.172760E+00
2.064470E+00 5.201901E+00
2.085220E+00 5.231110E+00
2.106170E+00 5.260392E+00
2.127340E+00 5.289773E+00
2.148720E+00 5.319219E+00
2.170320E+00 5.348813E+00
2.192130E+00 5.378445E+00
2.214160E+00 5.408153E+00
2.236410E+00 5.437919E+00
2.258890E+00 5.467821E+00
2.281590E+00 5.497744E+00
2.304520E+00 5.527813E+00
2.327680E+00 5.557962E+00
2.351070E+00 5.588118E+00
2.374700E+00 5.618402E+00
2.398570E+00 5.648792E+00
2.422670E+00 5.679171E+00
2.447020E+00 5.709701E+00
2.471620E+00 5.740353E+00
2.496460E+00 5.771069E+00
2.521550E+00 5.801795E+00
2.546890E+00 5.832620E+00
2.572490E+00 5.863609E+00
2.598340E+00 5.894576E+00
2.624450E+00 5.925643E+00
2.650830E+00 5.956867E+00
2.677470E+00 5.988056E+00
2.704380E+00 6.019398E+00
2.731560E+00 6.050859E+00
2.759010E+00 6.082256E+00
2.786740E+00 6.113854E+00
2.814750E+00 6.145541E+00
2.843030E+00 6.177186E+00
2.871610E+00 6.209002E+00
2.900470E+00 6.240849E+00
2.929620E+00 6.272852E+00
2.959060E+00 6.304794E+00
2.988800E+00 6.336964E+00
3.018840E+00 6.369138E+00
3.049180E+00 6.401438E+00
3.079820E+00 6.433720E+00
3.110780E+00 6.466280E+00
3.142040E+00 6.498701E+00
3.173620E+00 6.531280E+00
3.205510E+00 6.563976E+00
3.237730E+00 6.596787E+00
3.270270E+00 6.629561E+00
3.303140E+00 6.662413E+00
3.336330E+00 6.695413E+00
3.369860E+00 6.728428E+00
3.403730E+00 6.761490E+00
3.437940E+00 6.794755E+00
3.472490E+00 6.828030E+00
3.507390E+00 6.861430E+00
3.542640E+00 6.894872E+00
3.578250E+00 6.928340E+00
3.614210E+00 6.961928E+00
3.650530E+00 6.995627E+00
3.687220E+00 7.029417E+00
3.724280E+00 7.063211E+00
3.761710E+00 7.097076E+00
3.799510E+00 7.131028E+00
3.837700E+00 7.165079E+00
3.876270E+00 7.199182E+00
3.915220E+00 7.233316E+00
3.954570E+00 7.267611E+00
3.994310E+00 7.301921E+00
4.034460E+00 7.336385E+00
4.075010E+00 7.370908E+00
4.115960E+00 7.405464E+00
4.157330E+00 7.440135E+00
4.199110E+00 7.474857E+00
4.241310E+00 7.509636E+00
4.283930E+00 7.544478E+00
4.326990E+00 7.579454E+00
4.370480E+00 7.614477E+00
4.414400E+00 7.649514E+00
4.458760E+00 7.684660E+00
4.503580E+00 7.719952E+00
4.548840E+00 7.755256E+00
4.594560E+00 7.790667E+00
4.640730E+00 7.826099E+00
4.687370E+00 7.861665E+00
4.734480E+00 7.897271E+00
4.782060E+00 7.932941E+00
4.830130E+00 7.968756E+00
4.878670E+00 8.004560E+00
4.927700E+00 8.040456E+00
4.977220E+00 8.076387E+00
5.027250E+00 8.112478E+00
5.077770E+00 8.148571E+00
5.128800E+00 8.184759E+00
5.180350E+00 8.221041E+00
5.232410E+00 8.257347E+00
5.285000E+00 8.293826E+00
5.338110E+00 8.330283E+00
5.391760E+00 8.366831E+00
5.445950E+00 8.403458E+00
5.500680E+00 8.440151E+00
5.555960E+00 8.476892E+00
5.611800E+00 8.513725E+00
5.668210E+00 8.550695E+00
5.725170E+00 8.587665E+00
5.782710E+00 8.624723E+00
5.840830E+00 8.661849E+00
5.899530E+00 8.699060E+00
5.958820E+00 8.736314E+00
6.018700E+00 8.773629E+00
6.079190E+00 8.811054E+00
6.140290E+00 8.848519E+00
6.202010E+00 8.886094E+00
6.264330E+00 8.923681E+00
6.327290E+00 8.961389E+00
6.390880E+00 8.999125E+00
6.455110E+00 9.036957E+00
6.519980E+00 9.074852E+00
6.585510E+00 9.112831E+00
6.651700E+00 9.150905E+00
6.718550E+00 9.189033E+00
6.786070E+00 9.227226E+00
6.854270E+00 9.265438E+00
6.923160E+00 9.303726E+00
6.992740E+00 9.342155E+00
7.063010E+00 9.380561E+00
7.134000E+00 9.419105E+00
7.205700E+00 9.457676E+00
7.278120E+00 9.496393E+00
7.351260E+00 9.535134E+00
7.425140E+00 9.573874E+00
7.499770E+00 9.612792E+00
7.575140E+00 9.651703E+00
7.651280E+00 9.690687E+00
7.728170E+00 9.729780E+00
7.805840E+00 9.768916E+00
7.884290E+00 9.808085E+00
7.963530E+00 9.847330E+00
8.043560E+00 9.886719E+00
8.124400E+00 9.926109E+00
8.206060E+00 9.965614E+00
8.288530E+00 1.000517E+01
8.371820E+00 1.004474E+01
8.455970E+00 1.008441E+01
8.540950E+00 1.012418E+01
8.626790E+00 1.016401E+01
8.713480E+00 1.020383E+01
8.801060E+00 1.024380E+01
8.889510E+00 1.028381E+01
8.978860E+00 1.032388E+01
9.069090E+00 1.036398E+01
9.160240E+00 1.040426E+01
9.252300E+00 1.044446E+01
9.345290E+00 1.048483E+01
9.439210E+00 1.052523E+01
9.534070E+00 1.056567E+01
9.629890E+00 1.060620E+01
9.726680E+00 1.064683E+01
9.824440E+00 1.068751E+01
9.923170E+00 1.072819E+01
1.002290E+01 1.076896E+01
1.012360E+01 1.080965E+01
1.022540E+01 1.085087E+01
1.032810E+01 1.089161E+01
1.043190E+01 1.093265E+01
1.053680E+01 1.097391E+01
1.064270E+01 1.101507E+01
1.074960E+01 1.105607E+01
1.085770E+01 1.109765E+01
1.096680E+01 1.113894E+01
1.107700E+01 1.118026E+01
1.118830E+01 1.122170E+01
1.130080E+01 1.126342E+01
1.141440E+01 1.130525E+01
1.152910E+01 1.134680E+01
1.164490E+01 1.138830E+01
1.176200E+01 1.143028E+01
1.188020E+01 1.147221E+01
1.199960E+01 1.151402E+01
1.212020E+01 1.155617E+01
1.224200E+01 1.159817E+01
1.236500E+01 1.164011E+01
1.248930E+01 1.168245E+01
1.261480E+01 1.172448E+01
1.274160E+01 1.176688E+01
1.286970E+01 1.180952E+01
1.299900E+01 1.185170E+01
1.312960E+01 1.189408E+01
1.326160E+01 1.193688E+01
1.339490E+01 1.197938E+01
1.352950E+01 1.202203E+01
1.366550E+01 1.206482E+01
1.380280E+01 1.210750E+01
1.394150E+01 1.215024E+01
1.408160E+01 1.219310E+01
1.422320E+01 1.223633E+01
1.436610E+01 1.227923E+01
1.451050E+01 1.232236E+01
1.465630E+01 1.236540E+01
1.480360E+01 1.240857E+01
1.495240E+01 1.245195E+01
1.510270E+01 1.249534E+01
1.525450E+01 1.253876E+01
1.540780E+01 1.258217E+01
1.556260E+01 1.262552E+01
1.571900E+01 1.266905E+01
1.587700E+01 1.271269E+01
1.603660E+01 1.275647E+01
1.619780E+01 1.280028E+01
1.636050E+01 1.284383E+01
1.652500E+01 1.288790E+01
1.669100E+01 1.293154E+01
1.685880E+01 1.297564E+01
1.702820E+01 1.301959E+01
1.719940E+01 1.306383E+01
1.737220E+01 1.310780E+01
1.754680E+01 1.315197E+01
1.772320E+01 1.319640E+01
1.790130E+01 1.324061E+01
1.808120E+01 1.328494E+01
1.826290E+01 1.332929E+01
1.844640E+01 1.337364E+01
1.863180E+01 1.341818E+01
1.881910E+01 1.346287E+01
1.900820E+01 1.350738E+01
1.919930E+01 1.355229E+01
1.939220E+01 1.359689E+01
1.958710E+01 1.364167E+01
1.978400E+01 1.368663E+01
1.998280E+01 1.373150E+01
2.018360E+01 1.377632E+01
2.038650E+01 1.382147E+01
2.059140E+01 1.386656E+01
2.079830E+01 1.391156E+01
2.100730E+01 1.395669E+01
2.121850E+01 1.400205E+01
2.143170E+01 1.404724E+01
2.164710E+01 1.409256E+01
2.186470E+01 1.413805E+01
2.208440E+01 1.418336E+01
2.230640E+01 1.422898E+01
2.253060E+01 1.427455E+01
2.275700E+01 1.432005E+01
2.298570E+01 1.436568E+01
2.321670E+01 1.441133E+01
2.345000E+01 1.445697E+01
2.368570E+01 1.450287E+01
2.392380E+01 1.454883E+01
2.416420E+01 1.459454E+01
2.440710E+01 1.464062E+01
2.465230E+01 1.468644E+01
2.490010E+01 1.473257E+01
2.515040E+01 1.477870E+01
2.540310E+01 1.482472E+01
2.565840E+01 1.487094E+01
2.591630E+01 1.491718E+01
2.617680E+01 1.496357E+01
2.643990E+01 1.500992E+01
2.670560E+01 1.505615E+01
2.697400E+01 1.510270E+01
2.724510E+01 1.514907E+01
2.751890E+01 1.519559E+01
2.779550E+01 1.524215E+01
2.807480E+01 1.528879E+01
2.835700E+01 1.533546E+01
2.864190E+01 1.538199E+01
2.892980E+01 1.542878E+01
2.922050E+01 1.547553E+01
2.951420E+01 1.552239E+01
2.981080E+01 1.556917E+01
3.011050E+01 1.561627E+01
3.041310E+01 1.566326E+01
3.071870E+01 1.571007E+01
3.102740E+01 1.575718E+01
3.133930E+01 1.580433E+01
3.165420E+01 1.585140E+01
3.197240E+01 1.589867E+01
3.229370E+01 1.594586E+01
3.261830E+01 1.599304E+01
3.294610E+01 1.604046E+01
3.327720E+01 1.608779E+01
3.361160E+01 1.613500E+01
3.394940E+01 1.618240E+01
3.429060E+01 1.622979E+01
3.463530E+01 1.627748E+01
3.498330E+01 1.632487E+01
3.533490E+01 1.637247E+01
3.569010E+01 1.642022E+01
3.604870E+01 1.646770E+01
3.641100E+01 1.651539E+01
3.677700E+01 1.656323E+01
3.714660E+01 1.661095E+01
3.751990E+01 1.665868E+01
3.789700E+01 1.670651E+01
3.827790E+01 1.675435E+01
3.866260E+01 1.680211E+01
3.905110E+01 1.684994E+01
3.944360E+01 1.689809E+01
3.984000E+01 1.694606E+01
4.024040E+01 1.699390E+01
4.064480E+01 1.704200E+01
4.105330E+01 1.709017E+01
4.146590E+01 1.713828E+01
4.188270E+01 1.718637E+01
4.230360E+01 1.723470E+01
4.272870E+01 1.728275E+01
4.315820E+01 1.733097E+01
4.359190E+01 1.737919E+01
4.403010E+01 1.742743E+01
4.447250E+01 1.747567E+01
4.491950E+01 1.752408E+01
4.537100E+01 1.757232E+01
4.582700E+01 1.762086E+01
4.628750E+01 1.766920E+01
4.675270E+01 1.771745E+01
4.722260E+01 1.776610E+01
4.769720E+01 1.781461E+01
4.817650E+01 1.786286E+01
4.866070E+01 1.791138E+01
4.914980E+01 1.795994E+01
4.964380E+01 1.800851E+01
5.014260E+01 1.805689E+01
5.064660E+01 1.810553E+01
5.115560E+01 1.815407E+01
5.166980E+01 1.820276E+01
5.218900E+01 1.825127E+01
5.271350E+01 1.829983E+01
5.324330E+01 1.834849E+01
5.377840E+01 1.839711E+01
5.431890E+01 1.844583E+01
5.486480E+01 1.849443E+01
5.541620E+01 1.854306E+01
5.597320E+01 1.859181E+01
5.653570E+01 1.864041E+01
5.710390E+01 1.868912E+01
5.767780E+01 1.873780E+01
5.825750E+01 1.878650E+01
5.884300E+01 1.883519E+01
5.943430E+01 1.888378E+01
6.003170E+01 1.893254E+01
6.063500E+01 1.898120E+01
6.124440E+01 1.902983E+01
6.185990E+01 1.907857E+01
6.248160E+01 1.912722E+01
6.310960E+01 1.917588E+01
6.374380E+01 1.922445E+01
6.438440E+01 1.927309E+01
6.503150E+01 1.932180E+01
6.568510E+01 1.937041E+01
6.634530E+01 1.941905E+01
6.701200E+01 1.946764E+01
6.768550E+01 1.951617E+01
6.836580E+01 1.956474E+01
6.905290E+01 1.961328E+01
6.974680E+01 1.966181E+01
7.044780E+01 1.971028E+01
7.115580E+01 1.975875E+01
7.187100E+01 1.980726E+01
7.259330E+01 1.985563E+01
7.332280E+01 1.990396E+01
7.405980E+01 1.995240E+01
7.480410E+01 2.000072E+01
7.555590E+01 2.004902E+01
7.631520E+01 2.009731E+01
7.708220E+01 2.014547E+01
7.785690E+01 2.019368E+01
7.863940E+01 2.024182E+01
7.942970E+01 2.028995E+01
8.022800E+01 2.033794E+01
8.103430E+01 2.038595E+01
8.184870E+01 2.043384E+01
8.267120E+01 2.048177E+01
8.350210E+01 2.052965E+01
8.434140E+01 2.057743E+01
8.518900E+01 2.062518E+01
8.604510E+01 2.067280E+01
8.690990E+01 2.072040E+01
8.778340E+01 2.076804E+01
8.866560E+01 2.081539E+01
8.955670E+01 2.086294E+01
9.045680E+01 2.091029E+01
9.136590E+01 2.095750E+01
9.228410E+01 2.100454E+01
9.321160E+01 2.105164E+01
9.414850E+01 2.109879E+01
9.509470E+01 2.114577E+01
9.605020E+01 2.119247E+01
9.701560E+01 2.123930E+01
9.799060E+01 2.128585E+01
9.897550E+01 2.133257E+01
9.997020E+01 2.137890E+01
1.009750E+02 2.142544E+01
1.019900E+02 2.147177E+01
1.030150E+02 2.151793E+01
1.040500E+02 2.156373E+01
1.050960E+02 2.160983E+01
1.061520E+02 2.165539E+01
1.072190E+02 2.170125E+01
1.082960E+02 2.174638E+01
1.093850E+02 2.179218E+01
1.104840E+02 2.183725E+01
1.115950E+02 2.188273E+01
1.127160E+02 2.192745E+01
1.138490E+02 2.197253E+01
1.149930E+02 2.201694E+01
1.161490E+02 2.206185E+01
1.173160E+02 2.210578E+01
1.184950E+02 2.215014E+01
1.196860E+02 2.219417E+01
1.208890E+02 2.223805E+01
1.221040E+02 2.228199E+01
1.233310E+02 2.232542E+01
1.245700E+02 2.236855E+01
1.258220E+02 2.241173E+01
1.270870E+02 2.245489E+01
1.283640E+02 2.249753E+01
1.296540E+02 2.253996E+01
1.309580E+02 2.258308E+01
1.322740E+02 2.262513E+01
1.336030E+02 2.266699E+01
1.349460E+02 2.270893E+01
1.363020E+02 2.275015E+01
1.376720E+02 2.279151E+01
1.390550E+02 2.283224E+01
1.404530E+02 2.287317E+01
1.418650E+02 2.291384E+01
1.432900E+02 2.295382E+01
1.447300E+02 2.299390E+01
1.461850E+02 2.303389E+01
1.476540E+02 2.307338E+01
1.491380E+02 2.311243E+01
1.506370E+02 2.315163E+01
1.521510E+02 2.319000E+01
1.536800E+02 2.322856E+01
1.552250E+02 2.326688E+01
1.567850E+02 2.330456E+01
1.583600E+02 2.334139E+01
1.599520E+02 2.337874E+01
1.615590E+02 2.341522E+01
1.631830E+02 2.345219E+01
1.648230E+02 2.348804E+01
1.664800E+02 2.352408E+01
1.681530E+02 2.355935E+01
1.698430E+02 2.359441E+01
1.715490E+02 2.362869E+01
1.732740E+02 2.366346E+01
1.750150E+02 2.369708E+01
1.767740E+02 2.373064E+01
1.785510E+02 2.376396E+01
1.803450E+02 2.379639E+01
1.821580E+02 2.382890E+01
1.839880E+02 2.386038E+01
1.858370E+02 2.389196E+01
1.877050E+02 2.392306E+01
1.895920E+02 2.395388E+01
1.914970E+02 2.398377E+01
1.934220E+02 2.401355E+01
1.953660E+02 2.404273E+01
1.973290E+02 2.407121E+01
1.993120E+02 2.409928E+01
2.013150E+02 2.412693E+01
2.033380E+02 2.415419E+01
2.053820E+02 2.418100E+01
2.074460E+02 2.420711E+01
2.095310E+02 2.423283E+01
2.116370E+02 2.425799E+01
2.137640E+02 2.428248E+01
2.159120E+02 2.430629E+01
2.180820E+02 2.432976E+01
2.202740E+02 2.435287E+01
2.224880E+02 2.437522E+01
2.247240E+02 2.439686E+01
2.269820E+02 2.441767E+01
2.292640E+02 2.443843E+01
2.315680E+02 2.445826E+01
2.338950E+02 2.447731E+01
2.362460E+02 2.449604E+01
2.386200E+02 2.451397E+01
2.410180E+02 2.453112E+01
2.434400E+02 2.454762E+01
2.458870E+02 2.456377E+01
2.483580E+02 2.457888E+01
2.508540E+02 2.459344E+01
2.533760E+02 2.460763E+01
2.559220E+02 2.462057E+01
2.584940E+02 2.463302E+01
2.610920E+02 2.464485E+01
2.637160E+02 2.465581E+01
2.663660E+02 2.466589E+01
2.690430E+02 2.467544E+01
2.717470E+02 2.468416E+01
2.744780E+02 2.469203E+01
2.772370E+02 2.469937E+01
2.800230E+02 2.470565E+01
2.828370E+02 2.471132E+01
2.856800E+02 2.471626E+01
2.885510E+02 2.472021E+01
2.914510E+02 2.472344E+01
2.943800E+02 2.472575E+01
2.973390E+02 2.472739E+01
3.003270E+02 2.472796E+01
3.033460E+02 2.472804E+01
3.063940E+02 2.472688E+01
3.094730E+02 2.472487E+01
3.125840E+02 2.472240E+01
3.157250E+02 2.471874E+01
3.188980E+02 2.471423E+01
3.221030E+02 2.470891E+01
3.253410E+02 2.470297E+01
3.286100E+02 2.469569E+01
3.319130E+02 2.468781E+01
3.352480E+02 2.467881E+01
3.386180E+02 2.466921E+01
3.420210E+02 2.465846E+01
3.454580E+02 2.464691E+01
3.489300E+02 2.463445E+01
3.524370E+02 2.462111E+01
3.559790E+02 2.460672E+01
3.595570E+02 2.459155E+01
3.631700E+02 2.457561E+01
3.668200E+02 2.455853E+01
3.705070E+02 2.454079E+01
3.742310E+02 2.452192E+01
3.779920E+02 2.450217E+01
3.817910E+02 2.448157E+01
3.856280E+02 2.446010E+01
3.895040E+02 2.443777E+01
